accuracy,auc,auc_pr,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_loss,val_precision,val_recall,learning_rate,mean_alpha,std_alpha
0.49868932366371155,0.5101524591445923,0.6058587431907654,0.35619786381721497,0.5962195992469788,0.36982300877571106,0.7831711769104004,0.4759070873260498,0.5241134762763977,0.35536855459213257,0.7500116229057312,0.9031785726547241,9.999999974752427e-07,0.5072173,0.0027510878
0.46004006266593933,0.4930327534675598,0.5982797145843506,0.35671335458755493,0.5581996440887451,0.48507019877433777,0.5449842214584351,0.5047276020050049,0.5490565299987793,0.35257023572921753,0.5449842810630798,0.9999998807907104,1.0800000382005237e-05,0.5077193,0.0028343743
0.5573573708534241,0.5840566754341125,0.6228559017181396,0.35206139087677,0.589790940284729,0.6753616333007812,0.5449842214584351,0.483567476272583,0.5548932552337646,0.3474099636077881,0.5449842810630798,1.0,2.0600000425474718e-05,0.50870305,0.003077049
0.5793962478637695,0.6680266261100769,0.7378355860710144,0.34611526131629944,0.5878558158874512,0.7365444898605347,0.5449842214584351,0.339743435382843,0.47776609659194946,0.3402543365955353,0.5449842214584351,1.0,3.04000004689442e-05,0.5099212,0.003660099
0.6091359853744507,0.693723201751709,0.737982988357544,0.33714625239372253,0.592603862285614,0.927376925945282,0.5449842810630798,0.5222364068031311,0.5598582029342651,0.3313350975513458,0.5449842214584351,1.0,4.020000051241368e-05,0.51125026,0.004751033
0.6480552554130554,0.652400553226471,0.6477456092834473,0.3281722366809845,0.6277197003364563,0.960695207118988,0.5449842214584351,0.6205188035964966,0.6352027058601379,0.32195645570755005,0.5449842214584351,1.0,4.020000051241368e-05,0.51279354,0.006776457
0.6273986101150513,0.6140859127044678,0.688088059425354,0.3192170262336731,0.6212874054908752,0.913671612739563,0.5449842810630798,0.5187497138977051,0.5725195407867432,0.3137781620025635,0.5449842810630798,1.0,4.020000051241368e-05,0.514742,0.009383575
0.5984615683555603,0.7271406650543213,0.6959334015846252,0.3103003203868866,0.5532969832420349,0.8544762134552002,0.5449842214584351,0.6881454586982727,0.6524386405944824,0.30536893010139465,0.5449842810630798,1.0,4.020000051241368e-05,0.512778,0.011288455
0.552926242351532,0.6962915658950806,0.7361454963684082,0.3025219142436981,0.5340095162391663,0.8982955813407898,0.5449842810630798,0.7024012207984924,0.7190675735473633,0.2983051836490631,0.5449842810630798,1.0,4.020000051241368e-05,0.51353115,0.0133969635
0.5920365452766418,0.5465493202209473,0.5102372765541077,0.3010721206665039,0.5493168830871582,0.8853930830955505,0.5449842214584351,0.7481703758239746,0.7124810218811035,0.28997236490249634,0.5449842810630798,0.9999998807907104,4.020000051241368e-05,0.5208513,0.017085964
0.6108682751655579,0.6558799743652344,0.6821678876876831,0.28891485929489136,0.5913631319999695,0.9063907861709595,0.5449842214584351,0.7561383843421936,0.7652711868286133,0.28259560465812683,0.5449842810630798,1.0,4.020000051241368e-05,0.5248903,0.020444447
0.6208921670913696,0.77073073387146,0.6962130069732666,0.2788240313529968,0.5573334693908691,0.9728487730026245,0.5449843406677246,0.7787978053092957,0.7840235829353333,0.27478182315826416,0.5449842810630798,1.0,4.020000051241368e-05,0.5452533,0.027276648
0.6816397905349731,0.6892975568771362,0.8212354779243469,0.2673684358596802,0.7200466990470886,0.8668833374977112,0.8030837774276733,0.7917900681495667,0.7922656536102295,0.26640087366104126,0.7345787882804871,1.0,4.020000051241368e-05,0.54594046,0.032017138
0.6363559365272522,0.7646838426589966,0.8180559873580933,0.25798049569129944,0.6636279821395874,0.7075517177581787,0.5489292144775391,0.7820326089859009,0.786060631275177,0.25863420963287354,0.547142744064331,1.0,4.020000051241368e-05,0.57832503,0.043844033
0.6298106908798218,0.7365905046463013,0.8335444331169128,0.2505272328853607,0.6509217619895935,0.8404870629310608,0.5340109467506409,0.7971311211585999,0.8398008346557617,0.25157904624938965,0.542035698890686,0.9345360398292542,4.020000051241368e-05,0.5900729,0.046922043
0.6952252388000488,0.7955709099769592,0.8552919030189514,0.24029161036014557,0.6858195066452026,0.9038493633270264,0.5699784159660339,0.8436695337295532,0.8874374628067017,0.2387716919183731,0.5621950626373291,0.9533972144126892,4.020000051241368e-05,0.6098732,0.0564496
0.6945821642875671,0.804212212562561,0.873846709728241,0.2304074466228485,0.6986265182495117,0.8656237125396729,0.6337986588478088,0.8619459867477417,0.8928263187408447,0.23216654360294342,0.6017950177192688,0.9696929454803467,4.020000051241368e-05,0.61752385,0.062485915
0.7404202818870544,0.8335630893707275,0.8797949552536011,0.2208811193704605,0.756942093372345,0.808923602104187,0.5905299782752991,0.9054042100906372,0.9399188756942749,0.2250393182039261,0.5736292004585266,0.9686167240142822,4.020000051241368e-05,0.65897906,0.070102796
0.7154784798622131,0.8162940144538879,0.8690944314002991,0.2141750305891037,0.7178483009338379,0.8306782841682434,0.7736801505088806,0.8728739023208618,0.9065026044845581,0.21930940449237823,0.7381635904312134,0.9061433672904968,4.020000051241368e-05,0.65332884,0.07687319
0.8061085343360901,0.8784916400909424,0.9062498211860657,0.2023388147354126,0.8026033639907837,0.830054521560669,0.8722528219223022,0.9536569118499756,0.9638402462005615,0.20092901587486267,0.8280232548713684,0.966288685798645,4.020000051241368e-05,0.658145,0.072159044
0.796098530292511,0.8905329704284668,0.8679342269897461,0.19503533840179443,0.848142147064209,0.6702677011489868,0.7679126858711243,0.8875872492790222,0.9332489371299744,0.202950581908226,0.7410184741020203,0.8826041221618652,4.020000051241368e-05,0.6991675,0.080761775
0.7860908508300781,0.8659600615501404,0.8915956616401672,0.19436834752559662,0.8094696402549744,0.7816182374954224,0.8651636242866516,0.9584429860115051,0.9618493318557739,0.19317351281642914,0.814996600151062,0.9735907912254333,4.020000051241368e-05,0.7178342,0.077424
0.8072108030319214,0.89503014087677,0.8841537237167358,0.19015593826770782,0.8186333775520325,0.7810350060462952,0.7753744125366211,0.9107251763343811,0.9307358860969543,0.19835904240608215,0.7728103399276733,0.8325963020324707,4.020000051241368e-05,0.7251984,0.07805503
0.8324392437934875,0.9088731408119202,0.9288308620452881,0.1755286157131195,0.876652717590332,0.7983583807945251,0.8198062181472778,0.9450400471687317,0.9621642231941223,0.17677660286426544,0.7809898257255554,0.9302170276641846,4.020000051241368e-05,0.7606335,0.07788606
0.8320111632347107,0.9074534177780151,0.9359098672866821,0.17006328701972961,0.8808701038360596,0.8058193922042847,0.8172436952590942,0.9369328022003174,0.9663501977920532,0.17865610122680664,0.7737913727760315,0.9392302632331848,4.020000051241368e-05,0.7576597,0.07472913
0.7923874855041504,0.8479557037353516,0.886768102645874,0.17884868383407593,0.83165043592453,0.7854864597320557,0.7521758079528809,0.9024350643157959,0.9353529214859009,0.1753098964691162,0.7617340087890625,0.7934504747390747,4.020000051241368e-05,0.76214254,0.07803959
0.860127329826355,0.900590181350708,0.9356976747512817,0.1733999252319336,0.8871076703071594,0.8449762463569641,0.8955385088920593,0.9854204058647156,0.9892141222953796,0.157435342669487,1.0,0.8083218932151794,4.020000051241368e-05,0.7680498,0.07469136
0.8124222755432129,0.9374614953994751,0.963402271270752,0.1474286913871765,0.9268909096717834,0.7652121186256409,0.9298151135444641,0.9815906286239624,0.9852728843688965,0.14493978023529053,0.9550725221633911,0.9142224788665771,4.020000051241368e-05,0.7692855,0.0709475
0.8731184601783752,0.9593616127967834,0.9739580154418945,0.14189879596233368,0.9440096616744995,0.8454169631004333,0.832791268825531,0.9607552289962769,0.9741309881210327,0.15379735827445984,0.7961034774780273,0.9318496584892273,4.020000051241368e-05,0.8020473,0.065117404
0.7747904062271118,0.9104098081588745,0.9391373991966248,0.1536242514848709,0.7722600102424622,0.8270041346549988,0.7675291299819946,0.9384769797325134,0.9601958394050598,0.16539797186851501,0.7215080857276917,0.9339130520820618,4.020000051241368e-05,0.8208188,0.06140725
0.6949546337127686,0.8639998435974121,0.9091988801956177,0.16877728700637817,0.6838087439537048,0.8304005265235901,0.7452881932258606,0.929344892501831,0.9543730020523071,0.15572789311408997,0.7136679887771606,0.8895057439804077,4.020000051241368e-05,0.8360038,0.06187836
0.8473927974700928,0.922278881072998,0.9408833980560303,0.14368849992752075,0.8628489971160889,0.8747897744178772,0.8668593168258667,0.9909857511520386,0.9934782981872559,0.14293797314167023,0.8090035915374756,0.9892479777336121,4.020000051241368e-05,0.84520423,0.057954405
0.9152635931968689,0.9850442409515381,0.9913104176521301,0.12836258113384247,0.8981120586395264,0.9729375243186951,0.84005206823349,0.9724586606025696,0.9808529615402222,0.14139209687709808,0.7873340845108032,0.9679650068283081,4.020000051241368e-05,0.83840597,0.058382098
0.7908467650413513,0.891883134841919,0.9226053357124329,0.1521029770374298,0.7787278890609741,0.8774062395095825,0.9084219932556152,0.9967575073242188,0.9976614713668823,0.12409787625074387,0.859031081199646,0.9952916502952576,4.020000051241368e-05,0.8435962,0.060835067
0.8895687460899353,0.9504815340042114,0.966349720954895,0.13200156390666962,0.9517234563827515,0.8509840965270996,0.965196430683136,0.9934121966362,0.9947449564933777,0.11804637312889099,0.9579260945320129,0.9791443347930908,4.020000051241368e-05,0.8317597,0.061109394
0.9045018553733826,0.9699534773826599,0.9752697348594666,0.11754299700260162,0.9562521576881409,0.8547255396842957,0.9685800075531006,0.9988999962806702,0.9991391897201538,0.11887813359498978,1.0,0.9423468708992004,4.020000051241368e-05,0.83826816,0.060403876
